[20:49:08] ==================================================
[20:49:08] FAST SCRAPE — 20 workers, 10000 iterations, 0.08h max
[20:49:08] ==================================================
[20:49:08] Total source items: 139230
[20:49:08] Done: 0, Remaining: 139230
[20:49:08] DB: 195,067 | Gap: 804,933
[21:33:07]   W09 + 27 linkedin:QA engineer|Toronto o=0
[21:33:07]   W14 + 31 linkedin:technical lead|Miami o=100
[21:33:07]   W13 + 39 linkedin:embedded systems e|Portland o=50
[21:33:07]   W08 + 30 linkedin:senior software en|Bengaluru o=150
[21:33:07]   W03 + 25 indeed:NLP engineer| o=150
[21:33:10]   W13 + 32 indeed:payments engineer|Chicago o=0
[21:33:10]   W16 + 26 linkedin:staff engineer|Tokyo o=150
[21:33:10]   W15 + 38 linkedin:principal engineer|Toronto o=100
[21:33:13]   W16 + 31 linkedin:junior software en|Boston o=50
[21:33:14]   W06 + 21 linkedin:NLP engineer|Dublin o=100
[21:33:14]   W15 + 48 indeed:business analyst|Vancouver o=50
[21:33:16]   W17 + 48 linkedin:solutions architec|Bangalore o=100
[21:33:20]   W13 + 48 indeed:principal engineer|Washington o=150
[21:33:24]   W02 + 45 linkedin:remote software en|Munich o=100
[21:33:27]   W13 + 41 indeed:security engineer|San Diego o=100
[21:33:27]   W01 + 25 indeed:python developer|Atlanta o=50
[21:33:28]   W15 + 35 linkedin:computer vision en|Warsaw o=200
[21:33:28]   W03 + 50 indeed:data analyst|San Franci o=50
[21:33:28]   W11 + 23 linkedin:staff engineer|Paris o=200
[21:33:28]   W14 + 42 linkedin:test automation en|Atlanta o=100
[21:33:28]   W08 + 32 linkedin:C++ engineer|Berlin o=200
[21:33:30]   W07 + 25 linkedin:flask developer|Seattle o=200
[21:33:36]   W18 + 38 linkedin:database engineer|Chicago o=50
[21:33:37]   W17 + 21 linkedin:Angular developer|Boston o=150
[21:33:38]   W00 + 26 linkedin:scala developer|Remote o=100
[21:33:38]   W02 + 47 indeed:remote software en|Amsterdam o=0
[21:33:46]   W13 + 50 linkedin:UX designer| o=200
[21:33:47]   W08 + 43 indeed:remote software en| o=50
[21:33:47]   W10 + 28 linkedin:junior software en| o=50
[21:33:52]   [1000] +3,296 new | DB=212,553 | 458/min | Gap=787,447
[21:33:52]   W18 + 47 indeed:business analyst|San Diego o=50
[21:33:57]   W05 + 50 indeed:principal engineer|Remote o=200
[21:33:59]   W17 + 47 indeed:technical lead|Amsterdam o=50
[21:34:03]   W06 + 33 indeed:MLOps engineer| o=150
[21:34:03]   W15 + 27 linkedin:Vue.js developer|Dallas o=100
[21:34:09]   W00 + 39 linkedin:data scientist|Boston o=100
[21:34:09]   W04 + 21 linkedin:staff engineer|Montreal o=150
[21:34:14]   W00 + 34 indeed:cloud security eng|Portland o=150
[21:34:15]   W04 + 39 indeed:growth engineer|Los Angele o=150
[21:34:19]   W19 + 41 linkedin:QA engineer|Mumbai o=50
[21:34:21]   W17 + 32 indeed:cloud engineer|Manchester o=200
[21:34:22]   [1000] +3,562 new | DB=213,003 | 463/min | Gap=786,997
[21:34:22]   W07 + 27 linkedin:payments engineer|San Franci o=200
[21:34:24]   W06 + 50 indeed:DevOps|Washington o=150
[21:34:24]   W19 + 24 linkedin:senior software en|Manchester o=150
[21:34:26]   W02 + 28 linkedin:cloud engineer|Bangalore o=150
[21:34:29]   W13 + 50 indeed:product manager|San Diego o=100
[21:34:35]   W01 + 26 linkedin:MLE|Washington o=150
[21:34:35]   W16 + 43 indeed:kubernetes enginee|Seattle o=150
[21:34:41]   W12 + 21 linkedin:payments engineer|Munich o=100
[21:34:45]   W08 + 29 linkedin:MLE|Manchester o=200
[21:34:45]   W04 + 40 linkedin:growth engineer|Tokyo o=100
[21:34:45]   W15 + 49 linkedin:QA engineer|San Franci o=200
[21:34:45]   W11 + 49 linkedin:solutions architec|Toronto o=0
[21:34:47]   W05 + 39 linkedin:infrastructure eng|Melbourne o=200
[21:34:52]   W12 + 26 linkedin:web developer|Toronto o=150
[21:34:53]   W00 + 40 linkedin:data analyst|Melbourne o=0
[21:34:55]   W19 + 36 linkedin:fintech engineer|Washington o=100
[21:34:56]   W05 + 29 linkedin:search engineer|Los Angele o=150
[21:34:58]   W14 + 38 linkedin:game developer|Tokyo o=100
[21:35:01]   W10 + 47 linkedin:penetration tester|Chicago o=100
[21:35:07]   W18 + 34 linkedin:business analyst|Vancouver o=0
[21:35:23]   W13 + 39 linkedin:test automation en|Dallas o=50
[22:08:05] ==================================================
[22:08:05] FAST SCRAPE — 50 workers, 100000 iterations, 0.13h max
[22:08:05] ==================================================
[22:08:05] Total source items: 139230
[22:08:05] Done: 2994, Remaining: 136236
[22:08:25] DB: 214,014 | Gap: 785,986
[22:08:26] Launching 50 workers...
[22:08:47]   W10 + 38 indeed:security engineer|Vancouver o=0
[22:08:58]   W35 + 29 indeed:payments engineer|New York o=100
[22:09:01]   W21 + 45 indeed:growth engineer|Prague o=50
[22:09:05]   W42 + 45 indeed:game developer|Washington o=0
[22:09:20]   W13 + 35 indeed:infrastructure eng|Vancouver o=150
[22:09:20]   W05 + 22 indeed:fintech engineer|Chicago o=50
[22:09:20]   W31 + 45 indeed:C++ engineer|Melbourne o=100
[22:09:20]   W32 + 48 indeed:node.js developer|Remote o=50
[22:09:20]   W20 + 47 linkedin:gcp engineer|San Franci o=150
[22:09:21]   W34 + 40 indeed:machine learning e|Denver o=100
[22:09:22]   W41 + 33 linkedin:cloud engineer|Manchester o=100
[22:09:22]   W01 + 27 indeed:data scientist|Dublin o=0
[22:09:22]   W07 + 37 indeed:cloud engineer|Portland o=150
[22:09:22]   W46 + 29 linkedin:cloud security eng|Noida o=200
[22:09:30]   W33 + 49 indeed:machine learning e|Remote o=200
[22:09:31]   W02 + 34 indeed:NLP engineer|Los Angele o=50
[22:09:31]   W27 + 47 indeed:data scientist|Remote o=200
[22:09:32]   W28 + 24 linkedin:terraform engineer|Miami o=150
[22:09:32]   W35 + 46 linkedin:business analyst|Miami o=0
[22:09:33]   W23 + 44 indeed:product manager|Denver o=0
[22:09:34]   W32 + 48 indeed:robotics engineer|New York o=150
[22:09:34]   W21 + 32 linkedin:payments engineer|Hyderabad o=200
[22:09:36]   W15 + 43 indeed:technical lead|Los Angele o=100
[22:09:43]   W17 + 28 linkedin:tech lead|Houston o=0
[22:09:43]   W09 + 31 linkedin:infrastructure eng|Chicago o=150
[22:09:43]   W40 + 21 linkedin:junior software en|Pune o=0
[22:09:43]   W24 + 24 linkedin:search engineer|Portland o=50
[22:10:09]   [500] +1,190 new | DB=215,204 | 691/min | Gap=784,796
[22:10:10]   W33 + 28 indeed:platform engineer|Atlanta o=150
[22:10:10]   W04 + 29 linkedin:IT recruiter| o=50
[22:10:14]   W06 + 28 linkedin:product manager|Dallas o=0
[22:10:14]   W08 + 39 linkedin:junior software en|San Franci o=100
[22:10:14]   W43 + 22 indeed:platform engineer|Los Angele o=0
[22:10:14]   W35 + 27 indeed:payments engineer|Boston o=150
[22:10:19]   W23 + 33 linkedin:payments engineer|Bengaluru o=50
[22:10:19]   W31 + 50 indeed:security engineer|Denver o=100
[22:10:29]   W49 + 50 indeed:staff engineer|Washington o=50
[22:10:34]   W19 + 25 indeed:fastapi developer|Dallas o=0
[22:10:34]   W30 + 48 indeed:C++ engineer|Remote o=100
[22:10:38]   W30 + 35 indeed:java developer|Austin o=150
[22:10:39]   W19 + 45 indeed:VR engineer| o=0
[22:11:00]   W36 + 25 linkedin:database engineer|Denver o=200
[22:11:05]   W18 + 48 indeed:test automation en|Manchester o=100
[22:11:13]   W40 + 39 indeed:PHP developer|Remote o=0
[22:11:15]   W49 + 38 indeed:AI engineer|Denver o=200
[22:11:40]   [1000] +2,112 new | DB=216,126 | 652/min | Gap=783,874
[22:11:40]   W29 + 38 indeed:growth engineer|San Diego o=50
[22:11:41]   W33 + 46 indeed:fintech engineer|San Franci o=100
[22:11:41]   W24 + 49 indeed:VR engineer|Dublin o=200
[22:11:42]   W41 + 30 linkedin:solutions architec|Portland o=100
[22:11:43]   W47 + 33 linkedin:database engineer|Hyderabad o=100
[22:11:48]   W09 + 44 indeed:remote software en|Prague o=0
[22:11:49]   W15 + 34 indeed:tech lead|Dublin o=100
[22:11:54]   W18 + 24 indeed:cloud engineer|Chicago o=200
[22:11:56]   W03 + 21 linkedin:data analyst|Kolkata o=150
[22:11:56]   W35 + 21 indeed:senior software en|San Franci o=200
[22:11:57]   W36 + 29 linkedin:CI/CD engineer|Manchester o=100
[22:12:07]   W06 + 24 indeed:CI/CD engineer|Remote o=50
[22:12:08]   W04 + 21 linkedin:security engineer|Melbourne o=200
[22:12:10]   W08 + 32 indeed:C++ engineer|Atlanta o=200
[22:12:18]   W16 + 25 linkedin:MLE|Berlin o=100
[22:12:18]   W19 + 48 linkedin:staff engineer|San Franci o=100
[22:12:19]   W24 + 24 linkedin:android developer|San Franci o=150
[22:12:20]   W18 + 35 indeed:mobile developer|New York o=50
[22:12:20]   W20 + 27 linkedin:business analyst|Houston o=50
[22:12:21]   W23 + 27 linkedin:remote software en|Dallas o=50
[22:12:24]   W25 + 41 linkedin:firmware engineer|Boston o=100
[22:12:27]   W35 + 33 indeed:mobile developer|New York o=100
[22:12:36]   W33 + 49 linkedin:UX designer|Bangalore o=100
[22:12:44]   W14 + 29 linkedin:graphics engineer|Munich o=150
[22:12:45]   W48 + 32 linkedin:scala developer|Seattle o=200
[22:12:46]   W09 + 28 indeed:remote software en|Manchester o=0
[22:12:47]   W49 + 43 indeed:growth engineer|Houston o=100
[22:12:48]   W09 + 28 indeed:embedded systems e|London o=0
[22:12:55]   W02 + 30 linkedin:engineering manage|Montreal o=0
[22:12:56]   W06 + 21 linkedin:UX designer|Vancouver o=100
[22:12:59]   W42 + 43 linkedin:test automation en|Mexico Cit o=0
[22:13:08]   W42 + 40 indeed:fintech engineer|San Franci o=50
[22:13:08]   W44 + 42 indeed:flask developer|Washington o=100
[22:13:27]   [1500] +3,463 new | DB=217,571 | 689/min | Gap=782,429
[22:13:27]   W07 + 39 linkedin:penetration tester|Chennai o=100
[22:13:27]   W47 + 36 indeed:game developer|San Franci o=50
[22:13:28]   W35 + 22 indeed:.NET developer|Sydney o=50
[22:13:28]   W27 + 39 indeed:go developer|Denver o=50
[22:13:28]   W11 + 44 linkedin:growth engineer|Bengaluru o=100
[22:13:28]   W17 + 22 linkedin:IoT engineer|Houston o=200
[22:13:39]   W21 + 36 linkedin:penetration tester| o=50
[22:13:39]   W07 + 46 indeed:technical lead|Prague o=50
[22:13:39]   W36 + 24 linkedin:MLOps engineer|Tokyo o=100
[22:13:39]   W03 + 29 linkedin:engineering manage|London o=150
[22:13:39]   W32 + 36 linkedin:growth engineer|Hong Kong o=0
[22:13:39]   W02 + 31 indeed:security engineer|Toronto o=50
[22:13:43]   W37 + 24 linkedin:payments engineer|Atlanta o=100
[22:13:50]   W17 + 48 indeed:AR engineer|Dallas o=0
[22:13:59]   W18 + 50 indeed:business analyst|Toronto o=150
[22:14:00]   W42 + 43 indeed:tech lead|Dallas o=0
[22:14:00]   W07 + 49 indeed:engineering manage|Denver o=150
[22:14:00]   W02 + 22 indeed:cloud engineer|Denver o=150
[22:14:00]   W38 + 29 indeed:machine learning e|Atlanta o=50
[22:14:00]   W25 + 41 indeed:tech lead|San Franci o=200
[22:14:00]   W03 + 30 indeed:payments engineer|Dallas o=50
[22:14:09]   W28 + 32 linkedin:Angular developer|London o=150
[22:14:19]   W20 + 36 linkedin:azure engineer|Bangalore o=150
[22:14:19]   W25 + 30 indeed:AI engineer|Vancouver o=0
[22:14:19]   W21 + 41 indeed:technical lead|Dallas o=0
[22:14:19]   W03 + 45 indeed:search engineer|Remote o=100
[22:14:19]   W16 + 41 linkedin:growth engineer|Boston o=0
[22:14:19]   W19 + 32 indeed:cloud security eng|Washington o=100
[22:14:19]   W43 + 33 linkedin:data scientist|Noida o=200
[22:14:19]   W26 + 32 linkedin:scala developer|Bangalore o=200
[22:14:19]   W12 + 30 indeed:C++ engineer|Austin o=100
[22:14:19]   W45 + 42 linkedin:data analyst|Denver o=150
[22:14:26]   W04 + 44 linkedin:embedded systems e|Denver o=200
[22:14:28]   W34 + 49 indeed:embedded systems e|Washington o=200
[22:14:28]   W13 + 46 indeed:firmware engineer|Denver o=50
[22:14:28]   W37 + 45 linkedin:IoT engineer|Bangalore o=100
[22:14:30]   W24 + 41 indeed:embedded systems e|Remote o=100
[22:14:32]   W03 + 40 indeed:fintech engineer|Boston o=0
[22:14:33]   W28 + 23 indeed:platform engineer|Prague o=0
[22:14:42]   W04 + 34 indeed:platform engineer|Sydney o=100
[22:14:42]   W08 + 32 linkedin:cloud security eng|San Franci o=50
[22:14:42]   W01 + 34 indeed:data scientist|Remote o=150
[22:14:51]   W09 + 44 linkedin:solutions architec|Chennai o=150
[22:15:22]   [2000] +5,417 new | DB=219,431 | 781/min | Gap=780,569
[22:15:22]   W48 + 30 linkedin:django developer|Washington o=100
[22:15:22]   W31 + 21 linkedin:test automation en|San Diego o=100
[22:15:22]   W16 + 45 linkedin:IoT engineer|Bangalore o=200
[22:15:22]   W26 + 43 indeed:junior software en|New York o=200
[22:15:34]   W49 + 46 indeed:data engineer|Denver o=50
[22:15:35]   W32 + 28 linkedin:business analyst|Delhi o=200
[22:15:36]   W34 + 28 linkedin:node.js developer|Toronto o=200
[22:15:36]   W07 + 24 linkedin:rust developer|London o=100
[22:15:38]   W18 + 26 linkedin:.NET developer|Munich o=200
[22:15:38]   W08 + 23 indeed:cloud engineer|Atlanta o=0
[22:15:38]   W16 + 35 indeed:C++ engineer|New York o=100
[22:15:39]   W33 + 26 linkedin:game developer|Los Angele o=100
[22:15:46]   W29 + 30 linkedin:penetration tester|Dublin o=0
[22:15:47]   W11 + 48 linkedin:cloud architect|Singapore o=50
[22:15:48]   W35 + 47 linkedin:embedded systems e|Montreal o=150
[22:15:48]   W40 + 22 indeed:embedded systems e|Boston o=100
[22:15:48]   W25 + 46 indeed:business analyst|Manchester o=100
[22:15:48]   W22 + 30 indeed:tech lead|Dublin o=50
[22:15:48]   W37 + 36 linkedin:graphics engineer|Los Angele o=200
[22:15:48]   W32 + 25 indeed:embedded systems e|New York o=0
[22:15:49]   W12 + 49 indeed:IoT engineer|San Franci o=200
[22:16:07]   W18 + 39 indeed:robotics engineer|London o=100
[22:16:08]   W29 + 33 indeed:test automation en|Chicago o=0
[22:16:08]   W23 + 49 indeed:technical lead|Atlanta o=0
[22:16:08]   W25 + 50 indeed:data analyst|New York o=200
[22:16:08]   W41 + 50 linkedin:data analyst|Washington o=0
[22:16:08]   W10 + 33 linkedin:infrastructure eng|Vancouver o=200
[22:16:08]   W28 + 46 linkedin:data engineer|Paris o=200
[22:16:23]   W14 + 30 linkedin:principal engineer|Atlanta o=0
[22:16:23]   W13 + 34 indeed:scala developer|Dublin o=50
[22:16:25]   W01 + 25 linkedin:devrel|Seattle o=50
[22:16:31]   W15 + 43 linkedin:IT recruiter|Hyderabad o=200
[22:16:35]   W39 + 30 linkedin:kubernetes enginee|Dallas o=150
[22:16:35]   W34 + 25 linkedin:node.js developer|Dallas o=150
[22:16:40]   W07 + 21 linkedin:.NET developer|Manchester o=100
[22:16:43]   W12 + 40 linkedin:MLOps engineer|Bangalore o=0
[22:16:52]   W43 + 46 linkedin:blockchain develop|Seattle o=150
[22:16:52]   W49 + 43 linkedin:product manager|San Diego o=150
[22:16:54]   W11 + 50 linkedin:business analyst|Stockholm o=0
[22:17:09]   W16 + 48 linkedin:penetration tester|Hyderabad o=200
[22:17:20]   W31 + 50 linkedin:IT recruiter|Houston o=100
[22:17:24]   W30 + 48 linkedin:solutions architec|Chicago o=200
[22:17:36]   W29 + 49 linkedin:solutions architec|Boston o=0
